Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,DecisionTreeClassifier.cacheNodeIds,DecisionTreeClassifier.checkpointInterval,DecisionTreeClassifier.featuresCol,DecisionTreeClassifier.impurity,DecisionTreeClassifier.labelCol,DecisionTreeClassifier.leafCol,DecisionTreeClassifier.maxBins,DecisionTreeClassifier.maxDepth,DecisionTreeClassifier.maxMemoryInMB,DecisionTreeClassifier.minInfoGain,DecisionTreeClassifier.minInstancesPerNode,DecisionTreeClassifier.minWeightFractionPerNode,DecisionTreeClassifier.predictionCol,DecisionTreeClassifier.probabilityCol,DecisionTreeClassifier.rawPredictionCol,DecisionTreeClassifier.seed,LogisticRegression.aggregationDepth,LogisticRegression.elasticNetParam,LogisticRegression.family,LogisticRegression.featuresCol,LogisticRegression.fitIntercept,LogisticRegression.labelCol,LogisticRegression.maxBlockSizeInMB,LogisticRegression.maxIter,LogisticRegression.predictionCol,LogisticRegression.probabilityCol,LogisticRegression.rawPredictionCol,LogisticRegression.regParam,LogisticRegression.standardization,LogisticRegression.threshold,LogisticRegression.tol,MulticlassClassificationEvaluator.beta,MulticlassClassificationEvaluator.eps,MulticlassClassificationEvaluator.labelCol,MulticlassClassificationEvaluator.metricLabel,MulticlassClassificationEvaluator.metricName,MulticlassClassificationEvaluator.predictionCol,MulticlassClassificationEvaluator.probabilityCol,PCA.inputCol,PCA.k,PCA.outputCol,RandomForestClassifier.bootstrap,RandomForestClassifier.cacheNodeIds,RandomForestClassifier.checkpointInterval,RandomForestClassifier.featureSubsetStrategy,RandomForestClassifier.featuresCol,RandomForestClassifier.impurity,RandomForestClassifier.labelCol,RandomForestClassifier.leafCol,RandomForestClassifier.maxBins,RandomForestClassifier.maxDepth,RandomForestClassifier.maxMemoryInMB,RandomForestClassifier.minInfoGain,RandomForestClassifier.minInstancesPerNode,RandomForestClassifier.minWeightFractionPerNode,RandomForestClassifier.numTrees,RandomForestClassifier.predictionCol,RandomForestClassifier.probabilityCol,RandomForestClassifier.rawPredictionCol,RandomForestClassifier.seed,RandomForestClassifier.subsamplingRate,VectorAssembler.handleInvalid,VectorAssembler.inputCols,VectorAssembler.outputCol,best_RandomForestClassifier.maxDepth,best_RandomForestClassifier.numTrees,collectSubModels,estimator,evaluator,foldCol,numFolds,parallelism,seed,stages,accuracy_test_data,avg_accuracy,f1_test_data,std_accuracy,weightedPrecision_test_data,weightedRecall_test_data,estimator_class,estimator_name
2024-09-18 03:02:04,5.8min,57e770aec6b84223a1fc43980fd69d1a,placid-slug-646,NOTEBOOK,/Users/foreromartinez.andres@gmail.com/wine-classification (1),foreromartinez.andres@gmail.com,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,features,5,pcaFeatures,True,False,10,auto,pcaFeatures,gini,Class,,32,10,256,0.0,1,0.0,20,prediction,probability,rawPrediction,-5387697053847413545,1.0,error,"['Alcohol', 'Malic_acid', 'Ash', 'Alcalinity_of_ash', 'Magnesium', 'Total_phenols', 'Flavanoids', 'Nonflavanoid_phenols', 'Proanthocyanins', 'Color_intensity', 'Hue', 'OD280_OD315_of_diluted_wines', 'Proline']",features,,,,,,,,,,"['VectorAssembler', 'PCA', 'RandomForestClassifier']",,0.8824395604395605,,0.044157241610060315,,,pyspark.ml.pipeline.Pipeline,Pipeline
2024-09-18 03:02:04,5.8min,83e7a7f2b3364cb184093ce55cc61b11,awesome-auk-140,NOTEBOOK,/Users/foreromartinez.andres@gmail.com/wine-classification (1),foreromartinez.andres@gmail.com,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,features,5,pcaFeatures,True,False,10,auto,pcaFeatures,gini,Class,,32,5,256,0.0,1,0.0,10,prediction,probability,rawPrediction,-5387697053847413545,1.0,error,"['Alcohol', 'Malic_acid', 'Ash', 'Alcalinity_of_ash', 'Magnesium', 'Total_phenols', 'Flavanoids', 'Nonflavanoid_phenols', 'Proanthocyanins', 'Color_intensity', 'Hue', 'OD280_OD315_of_diluted_wines', 'Proline']",features,,,,,,,,,,"['VectorAssembler', 'PCA', 'RandomForestClassifier']",,0.8631208791208792,,0.03832238843801971,,,pyspark.ml.pipeline.Pipeline,Pipeline
2024-09-18 03:02:04,5.8min,87295b512cc441f5ab14c983acdd4e12,efficient-chimp-210,NOTEBOOK,/Users/foreromartinez.andres@gmail.com/wine-classification (1),foreromartinez.andres@gmail.com,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,features,5,pcaFeatures,True,False,10,auto,pcaFeatures,gini,Class,,32,10,256,0.0,1,0.0,30,prediction,probability,rawPrediction,-5387697053847413545,1.0,error,"['Alcohol', 'Malic_acid', 'Ash', 'Alcalinity_of_ash', 'Magnesium', 'Total_phenols', 'Flavanoids', 'Nonflavanoid_phenols', 'Proanthocyanins', 'Color_intensity', 'Hue', 'OD280_OD315_of_diluted_wines', 'Proline']",features,,,,,,,,,,"['VectorAssembler', 'PCA', 'RandomForestClassifier']",,0.8799780219780221,,0.044890336903104386,,,pyspark.ml.pipeline.Pipeline,Pipeline
2024-09-18 03:02:04,5.8min,8f039c61b8d84c388053777a8df578c3,rumbling-hound-657,NOTEBOOK,/Users/foreromartinez.andres@gmail.com/wine-classification (1),foreromartinez.andres@gmail.com,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,features,5,pcaFeatures,True,False,10,auto,pcaFeatures,gini,Class,,32,15,256,0.0,1,0.0,20,prediction,probability,rawPrediction,-5387697053847413545,1.0,error,"['Alcohol', 'Malic_acid', 'Ash', 'Alcalinity_of_ash', 'Magnesium', 'Total_phenols', 'Flavanoids', 'Nonflavanoid_phenols', 'Proanthocyanins', 'Color_intensity', 'Hue', 'OD280_OD315_of_diluted_wines', 'Proline']",features,,,,,,,,,,"['VectorAssembler', 'PCA', 'RandomForestClassifier']",,0.8824395604395605,,0.044157241610060315,,,pyspark.ml.pipeline.Pipeline,Pipeline
2024-09-18 03:02:04,5.8min,8fba5d2009ac4bb59d94f220349a4ccf,glamorous-crane-746,NOTEBOOK,/Users/foreromartinez.andres@gmail.com/wine-classification (1),foreromartinez.andres@gmail.com,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,features,5,pcaFeatures,True,False,10,auto,pcaFeatures,gini,Class,,32,5,256,0.0,1,0.0,30,prediction,probability,rawPrediction,-5387697053847413545,1.0,error,"['Alcohol', 'Malic_acid', 'Ash', 'Alcalinity_of_ash', 'Magnesium', 'Total_phenols', 'Flavanoids', 'Nonflavanoid_phenols', 'Proanthocyanins', 'Color_intensity', 'Hue', 'OD280_OD315_of_diluted_wines', 'Proline']",features,,,,,,,,,,"['VectorAssembler', 'PCA', 'RandomForestClassifier']",,0.883091575091575,,0.058779938440229815,,,pyspark.ml.pipeline.Pipeline,Pipeline
2024-09-18 03:02:04,5.8min,dc447526f1374c58ad63efb3294893b6,stately-wasp-503,NOTEBOOK,/Users/foreromartinez.andres@gmail.com/wine-classification (1),foreromartinez.andres@gmail.com,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,features,5,pcaFeatures,True,False,10,auto,pcaFeatures,gini,Class,,32,10,256,0.0,1,0.0,10,prediction,probability,rawPrediction,-5387697053847413545,1.0,error,"['Alcohol', 'Malic_acid', 'Ash', 'Alcalinity_of_ash', 'Magnesium', 'Total_phenols', 'Flavanoids', 'Nonflavanoid_phenols', 'Proanthocyanins', 'Color_intensity', 'Hue', 'OD280_OD315_of_diluted_wines', 'Proline']",features,,,,,,,,,,"['VectorAssembler', 'PCA', 'RandomForestClassifier']",,0.8479780219780221,,0.053941966536896147,,,pyspark.ml.pipeline.Pipeline,Pipeline
2024-09-18 03:02:04,6.0min,e412c571bcf4484282336f824e1db568,abundant-flea-544,NOTEBOOK,/Users/foreromartinez.andres@gmail.com/wine-classification (1),foreromartinez.andres@gmail.com,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1e-15,Class,0.0,accuracy,prediction,probability,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,False,Pipeline,MulticlassClassificationEvaluator,,5,1,7809051150349531440,,0.9032258064516129,,,,,,pyspark.ml.tuning.CrossValidator,CrossValidator
2024-09-18 03:02:04,5.8min,eadd5fca22734ea58b158beecd29eb27,suave-frog-110,NOTEBOOK,/Users/foreromartinez.andres@gmail.com/wine-classification (1),foreromartinez.andres@gmail.com,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,features,5,pcaFeatures,True,False,10,auto,pcaFeatures,gini,Class,,32,15,256,0.0,1,0.0,10,prediction,probability,rawPrediction,-5387697053847413545,1.0,error,"['Alcohol', 'Malic_acid', 'Ash', 'Alcalinity_of_ash', 'Magnesium', 'Total_phenols', 'Flavanoids', 'Nonflavanoid_phenols', 'Proanthocyanins', 'Color_intensity', 'Hue', 'OD280_OD315_of_diluted_wines', 'Proline']",features,,,,,,,,,,"['VectorAssembler', 'PCA', 'RandomForestClassifier']",,0.8479780219780221,,0.053941966536896147,,,pyspark.ml.pipeline.Pipeline,Pipeline
2024-09-18 03:02:04,5.8min,f5c3a2aaffc5484ba09562b2ad4b59b7,calm-croc-878,NOTEBOOK,/Users/foreromartinez.andres@gmail.com/wine-classification (1),foreromartinez.andres@gmail.com,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,features,5,pcaFeatures,True,False,10,auto,pcaFeatures,gini,Class,,32,15,256,0.0,1,0.0,30,prediction,probability,rawPrediction,-5387697053847413545,1.0,error,"['Alcohol', 'Malic_acid', 'Ash', 'Alcalinity_of_ash', 'Magnesium', 'Total_phenols', 'Flavanoids', 'Nonflavanoid_phenols', 'Proanthocyanins', 'Color_intensity', 'Hue', 'OD280_OD315_of_diluted_wines', 'Proline']",features,,,,,,,,,,"['VectorAssembler', 'PCA', 'RandomForestClassifier']",,0.8799780219780221,,0.044890336903104386,,,pyspark.ml.pipeline.Pipeline,Pipeline
2024-09-18 03:02:04,5.8min,f9225a078b194eba8e6e41598deb78e4,fearless-grouse-709,NOTEBOOK,/Users/foreromartinez.andres@gmail.com/wine-classification (1),foreromartinez.andres@gmail.com,FINISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,features,5,pcaFeatures,True,False,10,auto,pcaFeatures,gini,Class,,32,5,256,0.0,1,0.0,20,prediction,probability,rawPrediction,-5387697053847413545,1.0,error,"['Alcohol', 'Malic_acid', 'Ash', 'Alcalinity_of_ash', 'Magnesium', 'Total_phenols', 'Flavanoids', 'Nonflavanoid_phenols', 'Proanthocyanins', 'Color_intensity', 'Hue', 'OD280_OD315_of_diluted_wines', 'Proline']",features,,,,,,,,,,"['VectorAssembler', 'PCA', 'RandomForestClassifier']",,0.8824395604395605,,0.044157241610060315,,,pyspark.ml.pipeline.Pipeline,Pipeline
